ID del Video,URL,Comentario,Fecha de Publicación,Likes del Comentario,Sentimiento
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,Scam😂😂😂,2024-12-03T18:37:26Z,0,Neutral
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,Alex press is a scam you don’t have to pay but you can’t buy anything of it so you are scamming us and I am not happy🤬🤬🤬,2024-12-03T18:33:02Z,0,Negativo
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,Open it,2024-12-02T23:51:27Z,0,Neutral
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,Oh wait you can barely see the logo,2024-12-02T23:07:38Z,0,Neutral
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,You turned it around a little bit and I saw there was no apple logo on it bruh you can literally see it’s fake,2024-12-02T23:06:46Z,0,Negativo
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,Its a dummy phone,2024-12-02T19:28:42Z,0,Neutral
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,This cat looks familiar.,2024-12-01T03:25:38Z,0,Neutral
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,"Bro, it’s a fake phone the same thing because I wanted to smash it because I already knew it was fake",2024-11-30T13:05:29Z,0,Negativo
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,The camera notch is not in the middle bru,2024-11-30T05:51:09Z,0,Neutral
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,he opens up the phone and its just filled with sand.,2024-11-26T04:56:48Z,0,Neutral
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,I know really Ali express is probably a scam,2024-11-25T12:22:05Z,0,Negativo
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,Bro got scammed,2024-11-24T18:11:21Z,0,Neutral
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,Link?,2024-11-24T01:09:34Z,1,Neutral
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,It’s a dummy phone 😂,2024-11-23T15:47:36Z,0,Neutral
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,Bro got scammed💀,2024-11-23T08:58:05Z,0,Neutral
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,It’s probably a display,2024-11-19T13:36:40Z,0,Neutral
l3E6K1L276U,https://www.youtube.com/watch?v=l3E6K1L276U,Bro take it apart and see what’s inside got us all curious.,2024-11-19T08:10:43Z,0,Positivo
