ID del Video,URL,Comentario,Fecha de Publicación,Likes del Comentario,Sentimiento
d2FNqEDGc8g,https://www.youtube.com/watch?v=d2FNqEDGc8g,"Wow. What a boring application according to this video. It sounds much like Google Drive, which is free. Maybe Obsidian has other abilities but this video tells me nothing about them. Now we have the amazing Google NotebookLM with AI and the ability to take a video and create an audable two-person podcast-like that is able to understand what was talked about in the video. If Obsidian has that ability then I&#39;d be interested.",2024-11-26T16:34:37Z,0,Positivo
d2FNqEDGc8g,https://www.youtube.com/watch?v=d2FNqEDGc8g,awesome and underrated!,2024-11-21T11:47:23Z,0,Positivo
d2FNqEDGc8g,https://www.youtube.com/watch?v=d2FNqEDGc8g,"I mean, its a notes app, a glorified text processing program. This kind of program is something you make as a kid in school learning to program, are there really people out there willing to pay for a notes app?",2024-11-11T10:53:22Z,0,Positivo
d2FNqEDGc8g,https://www.youtube.com/watch?v=d2FNqEDGc8g,Umm i didn’t understand anything,2024-10-16T16:55:35Z,0,Neutral
d2FNqEDGc8g,https://www.youtube.com/watch?v=d2FNqEDGc8g,Universally accessible back end? sounds like your mother,2024-10-15T14:52:18Z,0,Positivo
d2FNqEDGc8g,https://www.youtube.com/watch?v=d2FNqEDGc8g,"I dont get it, isnt that just the same as a notepad?",2024-08-02T02:41:18Z,1,Neutral
d2FNqEDGc8g,https://www.youtube.com/watch?v=d2FNqEDGc8g,Sooo what would I use this for?,2024-07-19T18:21:01Z,0,Neutral
d2FNqEDGc8g,https://www.youtube.com/watch?v=d2FNqEDGc8g,Obsidian is pure genius,2024-07-01T00:21:30Z,1,Neutral
d2FNqEDGc8g,https://www.youtube.com/watch?v=d2FNqEDGc8g,<b><i>Exactly what I want.</i></b>,2024-04-14T13:45:37Z,0,Neutral
d2FNqEDGc8g,https://www.youtube.com/watch?v=d2FNqEDGc8g,Minecraft player ❤,2024-04-07T16:30:55Z,1,Neutral
