timestamp,content,comments,retweets,likes,analytics,tags,tweet_link,tweet_id,Sentimiento
2024-12-07T16:45:32.000Z,#OnAirNow with the ‘Best Song Ever’ inside  “Every Heartbeat ”  By  with #PROMO by  IndieMUSIC mainstream MUSIC Help keep the station going  #Goodvibe  #Directioners #SoundCloud,0,0,0,0,"['#OnAirNow', '#PROMO', '#Goodvibe', '#Directioners', '#SoundCloud']",https://x.com/__KISSFM1075/status/1865437496630288822,tweet_id:1865437496630288822,positivo
2024-12-07T16:45:15.000Z,#OnAirNow with the ‘Best Song Ever’ inside  “SNAP - RHYTHM IS A DANCER”  By   with #PROMO by  IndieMUSIC mainstream MUSIC Help keep the station going  #Goodvibe  #Directioners #SoundCloud,0,0,0,0,"['#OnAirNow', '#PROMO', '#Goodvibe', '#Directioners', '#SoundCloud']",https://x.com/__KISSFM1075/status/1865437426451194263,tweet_id:1865437426451194263,positivo
2024-12-07T16:44:57.000Z,#OnAirNow with the ‘Best Song Ever’ inside  “Diss Track Against Bully Three(Soft)”  By  with #PROMO by  IndieMUSIC mainstream MUSIC Help keep the station going  #Goodvibe  #Directioners #SoundCloud,0,0,0,0,"['#OnAirNow', '#PROMO', '#Goodvibe', '#Directioners', '#SoundCloud']",https://x.com/__KISSFM1075/status/1865437353680011719,tweet_id:1865437353680011719,positivo
2024-12-07T16:44:52.000Z,‘Be Careful When You Walk In The Rain  By Lee Branden and The Black Harness’ is on #SoundCloud,0,0,0,1,['#SoundCloud'],https://x.com/leebranden1955/status/1865437331764719810,tweet_id:1865437331764719810,negativo
2024-12-07T16:44:49.000Z,"‘Far Away Lovers’ by Alex Lawrence is on #SoundCloud https://on.soundcloud.com/L1Zk1QSa1hJv6Mgh9… feat. Tamara Brodwell recording artist, lyrics by Alex Lawrence",0,0,0,0,['#SoundCloud'],https://x.com/AlexLaw6707772/status/1865437317579595948,tweet_id:1865437317579595948,positivo
2024-12-07T16:44:27.000Z,Listen to KTS.mp3 by Tomocchi on #SoundCloudhttps://on.soundcloud.com/pQgo6#メガシンセシス#MegaSynthesis曲整理しようと間違って前の消してしまいました、今回はKeyが一つずつあがるループにしました,0,0,0,0,"['#SoundCloud', '#メガシンセシス', '#MegaSynthesis']",https://x.com/tomekichi2017/status/1865437224486977842,tweet_id:1865437224486977842,neutral
2024-12-07T16:43:57.000Z,‘When The Night's On Fire Part 5 (320  Kbps) (1)’ by Alex Lawrence is on #SoundCloud,0,0,0,1,['#SoundCloud'],https://x.com/AlexLaw6707772/status/1865437101782704545,tweet_id:1865437101782704545,neutral
2024-12-07T16:43:42.000Z,‘Lonely Nights’ by Alex Lawrence is on #SoundCloud,0,0,0,0,['#SoundCloud'],https://x.com/AlexLaw6707772/status/1865437037567857103,tweet_id:1865437037567857103,negativo
2024-12-07T16:42:37.000Z,‘When I Think Of You’ by Alex Lawrence is on #SoundCloud https://on.soundcloud.com/9Q6Y6SFeA2S5q7NU8… Hit Citi Music,0,0,0,0,['#SoundCloud'],https://x.com/AlexLaw6707772/status/1865436766431293594,tweet_id:1865436766431293594,neutral
2024-12-07T16:42:00.000Z,死ぬのが怖い feat.カゼヒキβ by MIDy on #SoundCloud,0,0,0,2,['#SoundCloud'],https://x.com/___sumimasen_/status/1865436610789335158,tweet_id:1865436610789335158,neutral
2024-12-07T16:41:29.000Z,‘When We're Together’ by Alex Lawrence is on #SoundCloud https://on.soundcloud.com/XxukDMQSAT6pKDgW9… Bobby O recording artist,0,0,0,0,['#SoundCloud'],https://x.com/AlexLaw6707772/status/1865436478618145062,tweet_id:1865436478618145062,neutral
2024-12-07T16:41:05.000Z,‘八反安未果 / SHOOTING STAR (HYPER TECHNO Bootleg Remix)’ by Zaisu / 15-T is on #SoundCloud,0,0,1,12,['#SoundCloud'],https://x.com/mbqjt282/status/1865436377909010443,tweet_id:1865436377909010443,negativo
2024-12-07T16:40:50.000Z,"‘Friends And Lovers’ by Alex Lawrence is on #SoundCloud https://on.soundcloud.com/y3eHPfS6GMH6KcBj6… feat. Bobby O recording artist, lyrics by Alex Lawrence",0,0,0,0,['#SoundCloud'],https://x.com/AlexLaw6707772/status/1865436314247528597,tweet_id:1865436314247528597,neutral
2024-12-07T16:40:37.000Z,"Sorry Not Sorry by Lil Yachty, RD, Lil Boat on #SoundCloud",0,0,0,0,['#SoundCloud'],https://x.com/tylablvnco/status/1865436262951268764,tweet_id:1865436262951268764,negativo
2024-12-07T16:39:37.000Z,'This Is The Groove Radio Show #48' par  est sur #SoundCloud https://on.soundcloud.com/ExQJHtJTbH7RkveK8… #thisisthegroove #djradioshow #radioshow #edmloversclub #podcastlovers #housemusic  #WeAreHouse #edmfamily #electronicmusic #Electronica #HEYDEEJAY #Musica #electronica #djset,0,0,0,1,"['#SoundCloud', '#thisisthegroove', '#djradioshow', '#radioshow', '#edmloversclub', '#podcastlovers', '#housemusic', '#WeAreHouse', '#edmfamily', '#electronicmusic', '#Electronica', '#HEYDEEJAY', '#Musica', '#electronica', '#djset']",https://x.com/Ben18000/status/1865436011192287682,tweet_id:1865436011192287682,neutral
