timestamp,content,comments,retweets,likes,analytics,tags,tweet_link,tweet_id,Sentimiento
2024-03-31T13:04:18.000Z,"Finally released the alpha version of my handwriting plugin for  - ""Ink""

Check it out here:https://youtube.com/watch?v=B8yK-fO7ffM…#buildInPublic #handwriting #obsidianApp",10,20,269,21K,"['#buildInPublic', '#handwriting', '#obsidianApp']",https://x.com/daledesilva/status/1774422470424137898,tweet_id:1774422470424137898,neutral
2023-06-01T10:28:09.000Z,Smart Notes are Atomic (Part 3)#obsidianapp  #knowledgemanagement #notetaking #pkm #secondbrain,0,0,2,414,"['#obsidianapp', '#knowledgemanagement', '#notetaking', '#pkm', '#secondbrain']",https://x.com/fleetingnotes_/status/1664217262729961472,tweet_id:1664217262729961472,positivo
2023-06-06T05:32:12.000Z,Smart Notes are Connected (Part 4)#obsidianapp  #knowledgemanagement #notetaking #pkm #secondbrain,0,0,3,508,"['#obsidianapp', '#knowledgemanagement', '#notetaking', '#pkm', '#secondbrain']",https://x.com/fleetingnotes_/status/1665954722824482817,tweet_id:1665954722824482817,positivo
2023-05-16T17:13:16.000Z,"NO MORE FORGOTTEN IDEAS! 
Try Now: https://fleetingnotes.app#obsidianapp  #knowledgemanagement #notetaking #pkm #secondbrain",0,2,2,241,"['#obsidianapp', '#knowledgemanagement', '#notetaking', '#pkm', '#secondbrain']",https://x.com/fleetingnotes_/status/1658521007756279825,tweet_id:1658521007756279825,negativo
2023-05-25T05:24:15.000Z,The Illusion of Competence (Part 1) #obsidianapp  #knowledgemanagement #notetaking #pkm #secondbrain,0,0,2,296,"['#obsidianapp', '#knowledgemanagement', '#notetaking', '#pkm', '#secondbrain']",https://x.com/fleetingnotes_/status/1661604065653018626,tweet_id:1661604065653018626,neutral
2023-05-30T05:26:13.000Z,Smart Notes are Active (Part 2) #obsidianapp  #knowledgemanagement #notetaking #pkm #secondbrain,0,0,0,244,"['#obsidianapp', '#knowledgemanagement', '#notetaking', '#pkm', '#secondbrain']",https://x.com/fleetingnotes_/status/1663416502253498368,tweet_id:1663416502253498368,positivo
2022-01-12T16:08:58.000Z,Been using #obsidianapp as a knowledge management tool for topic research. The use of #dataviz on the #ui is delightful.,0,0,1,0,"['#obsidianapp', '#dataviz', '#ui']",https://x.com/danieltwits/status/1481297160050290688,tweet_id:1481297160050290688,positivo
2023-05-19T17:18:19.000Z,"Confused About Building Connections in Obsidian? 
Try Now: https://fleetingnotes.app#obsidianapp  #knowledgemanagement #notetaking #pkm #secondbrain",0,2,1,267,"['#obsidianapp', '#knowledgemanagement', '#notetaking', '#pkm', '#secondbrain']",https://x.com/fleetingnotes_/status/1659609440423755801,tweet_id:1659609440423755801,negativo
2024-10-03T05:02:12.000Z,"Just started using Obsidian, and Bevan's already customized it with Vim bindings & Markdown! Anyone else using this popular note-taking tool? #ObsidianApp #TechTalk #Markdown",0,0,0,17,"['#ObsidianApp', '#TechTalk', '#Markdown']",https://x.com/bevansbench/status/1841705288757399755,tweet_id:1841705288757399755,positivo
2022-07-18T19:19:58.000Z,Getting there  (Ignore the other two titles I created docs for then... didn't write yet lol)#obsidian #obsidianapp #amwriting #WritingCommunity,0,0,2,0,"['#obsidian', '#obsidianapp', '#amwriting', '#WritingCommunity']",https://x.com/DorianAfterDark/status/1549111757611732992,tweet_id:1549111757611732992,negativo
