timestamp,content,comments,retweets,likes,analytics,tags,tweet_link,tweet_id,Sentimiento
2024-11-15T19:21:17.000Z,Microsoft OneNote 2410.18129.20158 #MicrosoftOneNote #Microsoft,0,0,0,12,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1857504159957721153,tweet_id:1857504159957721153,neutral
2024-11-08T10:47:31.000Z,Ctrl + U allows you to instantly apply or remove underlining helping you emphasise important text! Click here for more tips: https://squareonetraining.com/pages/blog#keyboardshortcuts #excelshortcuts #mswordshortcuts #powerpointtips #outlooktips #msaccess #microsoftvisio #microsoftonenote,0,0,0,12,"['#keyboardshortcuts', '#excelshortcuts', '#mswordshortcuts', '#powerpointtips', '#outlooktips', '#msaccess', '#microsoftvisio', '#microsoftonenote']",https://x.com/SQOneTraining/status/1854838151803453542,tweet_id:1854838151803453542,positivo
2024-10-29T20:14:05.000Z,Microsoft OneNote 2410.18129.20116 #MicrosoftOneNote #Microsoft,0,0,0,13,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1851356855538155580,tweet_id:1851356855538155580,neutral
2024-10-16T20:45:03.000Z,Microsoft OneNote 2409.18025.20160 #MicrosoftOneNote #Microsoft,0,0,0,9,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1846653605572428266,tweet_id:1846653605572428266,neutral
2024-10-14T16:01:14.000Z," Microsoft OneNote FREE Training On Tues 15th Oct (4-4:30pm), we're hosting FREE online training on using #MicrosoftOneNote, available to ALL school/council staff

For more information, including how to book, please click the link below:https://eservices.co.uk/post/microsoft-onenote-free-training-session…",0,0,0,46,['#MicrosoftOneNote'],https://x.com/eServices_wton/status/1845857405214540009,tweet_id:1845857405214540009,positivo
2024-10-14T08:27:17.000Z, Boostez votre créativité avec OneNote ! Découvrez les nouveaux outils de stylet pour une écriture manuscrite améliorée et esthétique. Êtes-vous prêt à libérer votre potentiel créatif ?  #MicrosoftOneNote #Innovation #Créativité,0,0,0,6,"['#MicrosoftOneNote', '#Innovation', '#Créativité']",https://x.com/Pczencom/status/1845743164566442306,tweet_id:1845743164566442306,neutral
2024-10-10T13:36:05.000Z, Aplikasi-aplikasi ini bikin kerjaan & belajar lebih teratur dan fokus. Cobain dan rasain bedanya!#notion #grammarly #forest #trello #googlekeep #Google #Microsoft #MicrosoftOneNote #todoist,0,0,0,106,"['#notion', '#grammarly', '#forest', '#trello', '#googlekeep', '#Google', '#Microsoft', '#MicrosoftOneNote', '#todoist']",https://x.com/2104_pages/status/1844371327291097332,tweet_id:1844371327291097332,neutral
2024-09-25T20:00:47.000Z,Microsoft OneNote 2409.18025.20096 #MicrosoftOneNote #Microsoft,0,0,0,9,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1839032320361132057,tweet_id:1839032320361132057,neutral
2024-09-18T15:00:21.000Z,"Taking notes doesn’t have to be a pain. OneNote is another powerful application included with your Microsoft subscription that you don’t want to miss, especially if organization is a priority!#OneNotePower #MicrosoftOneNote #NoteTakingMadeEasy #OrganizeWithOneNote #Productivity",0,0,0,8,"['#OneNotePower', '#MicrosoftOneNote', '#NoteTakingMadeEasy', '#OrganizeWithOneNote', '#Productivity']",https://x.com/Level5Mgmt/status/1836420001256931360,tweet_id:1836420001256931360,positivo
2024-09-04T09:28:35.000Z,"#MicrosoftOutlook is a bloated monster, has features that are in #MicrosoftOneNote anyway, could easily be split into 2 or 3 separate apps.",1,0,0,23,"['#MicrosoftOutlook', '#MicrosoftOneNote']",https://x.com/ProjectKearsley/status/1831263077888590284,tweet_id:1831263077888590284,positivo
2024-08-28T20:47:55.000Z,Microsoft OneNote 2408.17928.20114 #MicrosoftOneNote #Microsoft,0,0,0,17,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1828897322794946809,tweet_id:1828897322794946809,neutral
2024-08-28T20:47:15.000Z,Microsoft OneNote 2408.17928.20114 #MicrosoftOneNote #Microsoft,0,0,0,13,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1828897156159201715,tweet_id:1828897156159201715,neutral
2024-08-23T10:01:58.000Z,You may soon be able to use Google Keep or Microsoft OneNote on your Galaxy phone's lockscreen. Both note-taking apps are preparing a lockscreen shortcut that lets you quickly add notes without unlocking the device. #GoogleKeep #MicrosoftOneNote…,0,3,13,374,"['#GoogleKeep', '#MicrosoftOneNote']",https://x.com/jspring86az/status/1826922822586732656,tweet_id:1826922822586732656,positivo
2024-08-23T09:59:41.000Z,You may soon be able to use Google Keep or Microsoft OneNote on your Galaxy phone's lockscreen. Both note-taking apps are preparing a lockscreen shortcut that lets you quickly add notes without unlocking the device. #GoogleKeep #MicrosoftOneNotehttps://sammyguru.com/you-could-soon-use-google-keep-microsoft-onenote-on-galaxy-lockscreen/…,0,2,5,468,"['#GoogleKeep', '#MicrosoftOneNote']",https://x.com/sammygurus/status/1826922249271509194,tweet_id:1826922249271509194,positivo
2024-08-21T15:12:31.000Z,Boost your productivity and organization with Microsoft OneNote!  Learn how https://wix.to/L5By4IV can transform the way you work. Let's start creating together.  #GingerSec#MicrosoftOneNote #Productivity #Organization,0,0,0,7,"['#GingerSec', '#MicrosoftOneNote', '#Productivity', '#Organization']",https://x.com/GingerSec_/status/1826276202400845846,tweet_id:1826276202400845846,neutral
2024-08-16T22:20:58.000Z,Microsoft OneNote 2407.17830.20166 #MicrosoftOneNote #Microsoft,0,0,0,13,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1824572085441634499,tweet_id:1824572085441634499,neutral
2024-08-02T19:45:00.000Z,Learn how to set up OneNote for effective notetaking and boost your productivity with this step-by-step guide -->   https://toplineresults.com/2024/07/how-to-setup-onenote-for-effective-notetaking/… #blog #onenote #microsoftonenote #notetaking #notetakingtips #consultants #Microsoft,0,0,0,9,"['#blog', '#onenote', '#microsoftonenote', '#notetaking', '#notetakingtips', '#consultants', '#Microsoft']",https://x.com/TopLineResults1/status/1819459405337055643,tweet_id:1819459405337055643,positivo
2024-07-26T14:01:28.000Z,Aprende a utilizar y sacar todo el provecho de #MicrosoftOneNote.,0,0,0,5,['#MicrosoftOneNote'],https://x.com/ALESCAProd/status/1816836235198947608,tweet_id:1816836235198947608,neutral
2024-07-10T20:58:33.000Z,Microsoft OneNote 2406.17726.20160 #MicrosoftOneNote #Microsoft,0,0,0,13,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1811142992666792113,tweet_id:1811142992666792113,neutral
2024-06-27T20:06:52.000Z,Microsoft OneNote 2406.17726.20126 #MicrosoftOneNote #Microsoft,0,0,0,5,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1806418945139728735,tweet_id:1806418945139728735,neutral
2024-06-20T21:04:37.000Z,Microsoft OneNote 2405.17628.20164 #MicrosoftOneNote #Microsoft,0,0,0,10,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1803896763582992414,tweet_id:1803896763582992414,neutral
2024-06-12T20:36:24.000Z,Microsoft OneNote 2405.17628.20144 #MicrosoftOneNote #Microsoft,0,0,0,18,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1800990558346760490,tweet_id:1800990558346760490,neutral
2024-06-04T13:25:05.000Z,Turn handwritten OneNotes into text with this quick and easy #2MinuteTutorial! #TutorialTuesday #MicrosoftOneNote #InkToText,0,0,0,8,"['#2MinuteTutorial', '#TutorialTuesday', '#MicrosoftOneNote', '#InkToText']",https://x.com/Select_Tech/status/1797982909837488282,tweet_id:1797982909837488282,positivo
2024-05-31T20:40:36.000Z,Microsoft OneNote 2405.17628.20110 #MicrosoftOneNote #Microsoft,0,0,0,9,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1796642961628741996,tweet_id:1796642961628741996,neutral
2024-05-08T20:30:07.000Z,"Ready to supercharge your Microsoft 365 productivity?  ""Work Smarter with Microsoft OneNote"" is your ultimate guide, covering everything from creating notebooks to collaborating effectively in Teams. #MicrosoftOneNote 
new book - https://bit.ly/44vmO0d",0,0,0,19,['#MicrosoftOneNote'],https://x.com/missioncompute/status/1788305400908951728,tweet_id:1788305400908951728,positivo
2024-05-08T18:17:46.000Z,Microsoft OneNote 2404.17531.20140 #MicrosoftOneNote #Microsoft,0,0,0,23,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1788272094377287910,tweet_id:1788272094377287910,neutral
2024-05-06T08:51:05.000Z," Discover the power of Microsoft OneNote with our latest blog post! From streamlining workflows to boosting collaboration, OneNote is your ultimate digital notebook solution. Learn more: https://yunatech.co.uk/enhance-productivity-with-microsoft-onenote-your-comprehensive-toolkit/…  #MicrosoftOneNote #Productivity #DigitalTransformation",0,1,1,30,"['#MicrosoftOneNote', '#Productivity', '#DigitalTransformation']",https://x.com/Yunatech4U247/status/1787404708027474369,tweet_id:1787404708027474369,positivo
2024-04-30T19:09:37.000Z,Microsoft OneNote 2404.17531.20120 #MicrosoftOneNote #Microsoft,0,0,0,5,"['#MicrosoftOneNote', '#Microsoft']",https://x.com/IndirIste/status/1785386040762437685,tweet_id:1785386040762437685,neutral
2024-04-26T05:55:45.000Z,"#MicrosoftOneNote now available on #AppleVisionPro, check how to install and upcoming features https://thetechoutlook.com/news/new-release/software-apps/microsoft-onenote-now-available-on-apple-vision-pro-check-how-to-install-and-upcoming-features/…",0,0,2,66,"['#MicrosoftOneNote', '#AppleVisionPro']",https://x.com/TheTechOutlook/status/1783736703871570112,tweet_id:1783736703871570112,positivo
2024-04-18T07:13:01.000Z," Appunti immersivi? Microsoft OneNote si integra con Apple Vision Pro. Studia, annota e collabora in un ambiente davvero innovativo.  #MicrosoftOneNote #AppleVisionPro",0,0,0,171,"['#MicrosoftOneNote', '#AppleVisionPro']",https://x.com/melanews/status/1780857045811380429,tweet_id:1780857045811380429,neutral
2024-04-17T17:06:34.000Z,"Microsoft OneNote App for Apple Vision Pro With Hands-Free Note Taking, Virtual Keyboard Support Launched

For more news visit http://2yodoindia.com#2YoDoINDIA #Microsoft #MicrosoftOneNote #AppleVisionPro #Apple",0,0,0,48,"['#2YoDoINDIA', '#Microsoft', '#MicrosoftOneNote', '#AppleVisionPro', '#Apple']",https://x.com/2yodoindia/status/1780644029580881939,tweet_id:1780644029580881939,positivo
2024-04-17T09:32:14.000Z,"Microsoft brings its powerful OneNote app to the Apple Vision Pro, unleashing an immersive note-taking experience on the mixed reality headset. #MicrosoftOneNote #AppleVisionPro #MixedReality",0,0,0,54,"['#MicrosoftOneNote', '#AppleVisionPro', '#MixedReality']",https://x.com/Imnitz2/status/1780529694301200821,tweet_id:1780529694301200821,positivo
2024-04-19T14:29:00.000Z,#MicrosoftOneNote The solution to these everyday problems is simple (a digital notebook)#OneNote from #Microsoft https://brentdavenport.com/microsoft-365-business-plans.htm…#microsoftWord #microsoftteams,0,1,2,36,"['#MicrosoftOneNote', '#OneNote', '#Microsoft', '#microsoftWord', '#microsoftteams']",https://x.com/brentdavenpor14/status/1781329153096110568,tweet_id:1781329153096110568,negativo
2024-04-17T06:29:46.000Z,Microsoft has launched a new native OneNote app for Apple's latest mixed reality headset - the Vision Pro. #VisionPro #MicrosoftOneNote #OneNote #visionOS #Apple,0,0,2,176,"['#VisionPro', '#MicrosoftOneNote', '#OneNote', '#visionOS', '#Apple']",https://x.com/ExpressTechie/status/1780483775035527308,tweet_id:1780483775035527308,positivo
2024-04-17T06:24:42.000Z,#Video. #Loop Components in #MicrosoftOneNote https://youtu.be/zo73llSdYH8 #Microsoft365,0,0,0,19,"['#Video', '#Loop', '#MicrosoftOneNote', '#Microsoft365']",https://x.com/vedenev/status/1780482499107287344,tweet_id:1780482499107287344,neutral
2024-04-12T15:52:24.000Z,"Unlock the full potential of Microsoft OneNote for productivity and team management! Discover its powerful features and boost your efficiency today. 

Let's Chat: https://bit.ly/48PcQIe#MicrosoftOneNote #productivity #teammanagement",0,0,0,12,"['#MicrosoftOneNote', '#productivity', '#teammanagement']",https://x.com/ASKBIS/status/1778813427890192698,tweet_id:1778813427890192698,positivo
2024-03-13T17:52:12.000Z,Come check out our new experience for OneNote on iOS! It has never been easier to remember or stay organized while on the go!  #MicrosoftOneNote #Microsoft365,0,2,13,3K,"['#MicrosoftOneNote', '#Microsoft365']",https://x.com/VishnuNath/status/1767971940135022609,tweet_id:1767971940135022609,positivo
2023-12-14T15:00:03.000Z,REMINDER: TODAY at 4pm is our #MicrosoftOneNote online training session! We're looking forward to seeing everyone there!,0,0,0,75,['#MicrosoftOneNote'],https://x.com/eServices_wton/status/1735313709269176500,tweet_id:1735313709269176500,neutral
2023-12-13T10:48:14.000Z,"TOMORROW at 4pm is our #MicrosoftOneNote online training session - FREE to all school staff, even if you do not get IT Support from us It's not too late to join - please click the link below for more information, including how to book:https://eservices.co.uk/post/microsoft-onenote-training-session…",0,0,0,74,['#MicrosoftOneNote'],https://x.com/eServices_wton/status/1734887947940376949,tweet_id:1734887947940376949,positivo
2023-12-08T12:13:02.000Z,"Microsoft OneNote TrainingOn Thurs 14th Dec (4-4:30pm), we're hosting FREE online training on #MicrosoftOneNote, available to ALL school staff, even if you do not get IT Support from us

For more information, please click the link below:https://eservices.co.uk/post/microsoft-onenote-training-session…",0,0,0,82,['#MicrosoftOneNote'],https://x.com/eServices_wton/status/1733097350124441769,tweet_id:1733097350124441769,positivo
2023-12-06T10:21:01.000Z,"Microsoft OneNote TrainingOn Thurs 14th Dec (4-4:30pm), we're hosting FREE online training on #MicrosoftOneNote, available to ALL school staff, even if you do not get IT Support from us

For more information, please click the link below:https://eservices.co.uk/post/microsoft-onenote-training-session…",0,0,0,70,['#MicrosoftOneNote'],https://x.com/eServices_wton/status/1732344384186675285,tweet_id:1732344384186675285,positivo
2023-12-05T09:13:13.000Z,"Exploring Note-Taking with Microsoft OneNote 

Read more: https://buff.ly/3R8Pt5l #OneNoteTips #DigitalNotebooks #NoteTakingHacks #MicrosoftOneNote #OrganizeWithOneNote #ProductivityTools #NotebookSetup #TechTuesday (or any day you choose) #EffectiveNoteTaking",0,0,0,11,"['#OneNoteTips', '#DigitalNotebooks', '#NoteTakingHacks', '#MicrosoftOneNote', '#OrganizeWithOneNote', '#ProductivityTools', '#NotebookSetup', '#TechTuesday', '#EffectiveNoteTaking']",https://x.com/mignetweet/status/1731964934869631340,tweet_id:1731964934869631340,positivo
2023-12-01T15:27:59.000Z,"Microsoft OneNote TrainingOn Thurs 14th Dec (4-4:30pm), we're hosting FREE online training on #MicrosoftOneNote, available to ALL school staff, even if you do not get IT Support from us

For more information, please click the link below:https://eservices.co.uk/post/microsoft-onenote-training-session…",0,0,0,81,['#MicrosoftOneNote'],https://x.com/eServices_wton/status/1730609697529495710,tweet_id:1730609697529495710,positivo
2023-11-17T14:01:45.000Z,"Aprende a utilizar desde cero #MicrosoftOneNote, un cuaderno digital que te permitirá hacer notas ya sea escritas o por audio.",0,0,0,11,['#MicrosoftOneNote'],https://x.com/ALESCAProd/status/1725514564706373806,tweet_id:1725514564706373806,neutral
2023-11-13T13:30:01.000Z,"From Ransom Defense tips to learning about the latest Microsoft tool, we have all the resources for you to read up on in our November Newsletter! https://zurl.co/RPmb #randsomwaredefense #dataprotection #itsecurity #microsoftonenote  #communityfocused #nova #gcdus",0,0,0,6,"['#randsomwaredefense', '#dataprotection', '#itsecurity', '#microsoftonenote', '#communityfocused', '#nova', '#gcdus']",https://x.com/gcdus/status/1724057028954607868,tweet_id:1724057028954607868,positivo
2023-10-31T09:25:15.000Z,Turn handwritten OneNotes into text with this quick and easy #2MinuteTutorial! We are not sure that Jig pays much attention in meetings!! #TutorialTuesday #MicrosoftOneNote #InkToText,0,0,0,16,"['#2MinuteTutorial', '#TutorialTuesday', '#MicrosoftOneNote', '#InkToText']",https://x.com/Select_Tech/status/1719284386929987707,tweet_id:1719284386929987707,positivo
2023-10-11T11:00:06.000Z,5 Windows Apps That Every Student Should Have https://tinyurl.com/vfxehe36 #WindowsAppsforStudents #DigitalToolkit #MicrosoftOneNote #EssentialToolsforAcademicSuccess #AI #AINews #AnalyticsInsight #AnalyticsInsightMagazine,0,1,0,Analytics Insight,"['#WindowsAppsforStudents', '#DigitalToolkit', '#MicrosoftOneNote', '#EssentialToolsforAcademicSuccess', '#AI', '#AINews', '#AnalyticsInsight', '#AnalyticsInsightMagazine']",https://x.com/analyticsinme/status/1712060501427999093,tweet_id:1712060501427999093,neutral
