timestamp,content,comments,retweets,likes,analytics,tags,tweet_link,tweet_id,Sentimiento
2024-12-07T14:55:18.000Z,"¿La energía y la dignidad humana están conectadas? ¡Claro que sí!  Para superar la crisis energética, un mercado libre y competitivo es clave. Descubre más en nuestra nueva serie https://libreriacedice.org.ve/wp-content/uploads/2024/04/PAPER-ENERGIA-Y-DIGNIDAD-HUMANA-PDF-3.pdf…  #EnergíaYDignidadHumana #MercadoLibre #SolucionesEnergéticas",0,2,1,249,"['#EnergíaYDignidadHumana', '#MercadoLibre', '#SolucionesEnergéticas']",https://x.com/CEDICE/status/1865409757302890646,tweet_id:1865409757302890646,neutral
2024-12-07T14:53:03.000Z,"Quién sabe como vender en #mercadolibre, aquí en Venezuela es imposible ser nuevo y ser visto allí. Te imposibilitan todo para #vender y te obligan a publicar en La categoría Premium que casi raya en usura con 11% de comisión. #Mercadolibre es monopolio en #Venezuela, expliquenme",0,2,2,9,"['#mercadolibre', '#vender', '#Mercadolibre', '#Venezuela']",https://x.com/Juanito55583445/status/1865409190195343567,tweet_id:1865409190195343567,neutral
2024-12-07T09:53:04.000Z,#MarvelLegends de Miles Morales a un super precio en #MercadoLibre https://mercadolibre.com/sec/2Qu7pGP,0,0,0,43,"['#MarvelLegends', '#MercadoLibre']",https://x.com/battleworldmx/status/1865333696812699845,tweet_id:1865333696812699845,positivo
2024-12-07T05:50:18.000Z,"Mis amados libros: “PASIÓN”
Mini Pasión 
7,5 x 9,5 cm
“Envidia”, “Celos”
Resentimiento,
“Duelo”#Editorial “Manón”
$50.000
$25.000#mercadolibre",0,1,1,66,"['#Editorial', '#mercadolibre']",https://x.com/_____YO_____YO/status/1865272601880244378,tweet_id:1865272601880244378,neutral
2024-12-07T05:43:21.000Z,"Mis amados libros: “PASIÓN”
Mini Pasión 
7,5 x 9,5 cm
“Envidia”, “Celos”
Resentimiento,
“Duelo”#Editorial “Manón”
$50.000
$25.000#mercadolibre ",0,0,1,56,"['#Editorial', '#mercadolibre', '', '', '', '', '']",https://x.com/_____YO_____YO/status/1865270856739348549,tweet_id:1865270856739348549,neutral
2024-12-07T05:26:07.000Z,#mercadolibre https://mercadolibre.com.mx/clips/?shortsparams=true&type=short&short_id=VIBHiX&origin=share&st=1036439001#origin=share…,0,0,0,10,['#mercadolibre'],https://x.com/Alejand81234471/status/1865266518335897638,tweet_id:1865266518335897638,neutral
2024-12-07T04:33:46.000Z,Lo puedes adquirir en:https://trajinliterario.mercadoshops.com.mxTienda virtual de #trajínliterario en #mercadolibre#libros #librosrecomendados #libro #libroslibroslibros #leer #lectura #lectores #recomendandolibros #recomendacionesdelibros #soylector #librosymaslibros #reseñasdelibros,0,0,1,17,"['#trajínliterario', '#mercadolibre', '#libros', '#librosrecomendados', '#libro', '#libroslibroslibros', '#leer', '#lectura', '#lectores', '#recomendandolibros', '#recomendacionesdelibros', '#soylector', '#librosymaslibros', '#reseñasdelibros']",https://x.com/jorgeignaciomx/status/1865253344744476898,tweet_id:1865253344744476898,neutral
2024-12-07T02:43:19.000Z,Mini bandolera #adidas original por $16.000 y monedas esta en muy buena promoción #mercadolibre,0,0,0,25,"['#adidas', '#mercadolibre']",https://x.com/Reinadepresiva/status/1865225545962692994,tweet_id:1865225545962692994,positivo
2024-12-07T01:17:24.000Z,"Mis amados libros: “PASIÓN”
Mini Pasión 
7,5 x 9,5 cm
“Envidia”, “Celos”
Resentimiento,
“Duelo”#Editorial “Manón”
$50.000
$25.000#mercadolibre",0,1,2,239,"['#Editorial', '#mercadolibre']",https://x.com/_____YO_____YO/status/1865203925567132148,tweet_id:1865203925567132148,neutral
2024-12-06T20:52:04.000Z,Buscando #Juguetes raros en #MercadoLibre  Parte 4  #toystory #messi #picusino #argentina #humor #dimaria #rubius #spreen #auronplay #sanjuan #forky #carpincho,0,0,0,210,"['#Juguetes', '#MercadoLibre', '#toystory', '#messi', '#picusino', '#argentina', '#humor', '#dimaria', '#rubius', '#spreen', '#auronplay', '#sanjuan', '#forky', '#carpincho']",https://x.com/picusinok/status/1865137154726166624,tweet_id:1865137154726166624,neutral
